Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84
16E0612: Pampilhosa da Serra,8748,,8552,,196,,8501,,8455,,46,,6819,,6753,,66,,6818,,6454,,364,,6449,,6298,,151,,14825,,13717,,1108,,10923,,9986,,937,,10551,,9027,,1524,,11037,,9459,,1578,,11197,,9558,,1639,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-
16E0613: Penacova,15888,,12338,,3550,,16839,,13496,,3343,,12875,,10484,,2391,,9205,,7705,,1500,,9807,,8392,,1415,,10010,,5808,,4202,,6953,,4348,,2605,,7112,,4796,,2316,,7457,,4774,,2683,,1614,,820,,794,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
16E0614: Penela,25617,,21621,,3996,,26926,,22586,,4340,,26167,,21176,,4991,,18724,,16926,,1798,,12936,,12356,,580,,23256,,18120,,5136,,20645,,17722,,2923,,19332,,15215,,4117,,19127,,13471,,5656,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
16E0615: Soure,24333,,22664,,1669,,26175,,24479,,1696,,20692,,16996,,3696,,10365,,9097,,1268,,7017,,6117,,900,,16208,,12991,,3217,,20197,,15744,,4453,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
16E0616: Tábua,46061,,33279,,12782,,36896,,26275,,10621,,36908,,25560,,11348,,23360,,17015,,6345,,8672,,5540,,3132,,6494,,2462,,4032,,3151,,565,,2586,,3523,,780,,2743,,,…,,…,,…,,…,,…,,…,2366,,2347,,19,,3899,,3453,,446,,,…,,…,,…,,…,,…,,…
16E0617: Vila Nova de Poiares,3948,,2119,,1829,,4834,,2571,,2263,,4942,,2958,,1984,,3206,,2268,,938,,3770,,2882,,888,,5458,,3039,,2419,,4265,,2284,,1981,,,…,,…,,…,3133,,1898,,1235,,,…,,…,,…,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
16F: Região de Leiria,649418,,452465,,196953,,598070,,417080,,180990,,571385,,402920,,168465,,348527,,277673,,70854,,266855,,216885,,49970,,521059,,313183,,207876,,517889,,314767,,203122,,514970,,283641,,231329,,445654,,261408,,184246,,401381,,242938,,158443,,370747,,227166,,143581,,316156,,199284,,116872,,297520,,198663,,98857,,327898,,215481,,112417,
16F1002: Alvaiázere,6022,,4360,,1662,,4636,,2175,,2461,,5013,,2810,,2203,,3982,,2934,,1048,,2861,,2462,,399,,2953,,999,,1954,,1601,,1035,,566,,1946,,1647,,299,,,…,,…,,…,,…,,…,,…,,-,,-,,-,,…,,…,,…,,-,,-,,-,,-,,-,,-
16F1003: Ansião,12194,,10244,,1950,,11084,,9641,,1443,,10817,,9727,,1090,,5217,,5082,,135,,3370,,3056,,314,,5683,,4082,,1601,,4480,,3205,,1275,,2090,,1548,,542,,2458,,1937,,521,,2023,,1515,,508,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
16F1004: Batalha,63329,,40340,,22989,,60815,,39312,,21503,,54297,,33622,,20675,,35622,,27437,,8185,,27979,,21600,,6379,,65311,,35388,,29923,,65267,,36916,,28351,,63724,,31916,,31808,,50659,,27571,,23088,,47746,,27315,,20431,,39767,,21912,,17855,,30930,,16892,,14038,,35469,,21725,,13744,,38255,,24655,,13600,
16F1007: Castanheira de Pêra,7296,,6534,,762,,5615,,5100,,515,,6256,,5814,,442,,3149,,3133,,16,,2125,,2006,,119,,3448,,3200,,248,,3274,,3138,,136,,,…,,…,,…,4189,,3854,,335,,4791,,4305,,486,,2919,,2844,,75,,,…,,…,,…,,…,,…,,…,,…,,…,,…
16F1008: Figueiró dos Vinhos,11817,,9831,,1986,,11973,,9862,,2111,,11464,,9632,,1832,,7446,,6648,,798,,6205,,5674,,531,,7641,,6285,,1356,,8414,,6507,,1907,,6774,,5045,,1729,,7914,,5582,,2332,,5854,,4160,,1694,,4307,,3005,,1302,,3869,,2991,,878,,,-,,-,,-,,-,,-,,-
16F1009: Leiria,335446,,238911,,96535,,306794,,218766,,88028,,296946,,216429,,80517,,171532,,138563,,32969,,129939,,102264,,27675,,254137,,156115,,98022,,254095,,159637,,94458,,253303,,150588,,102715,,213883,,134445,,79438,,175477,,115822,,59655,,167685,,104818,,62867,,148453,,98432,,50021,,142820,,102695,,40125,,155768,,111679,,44089,
16F1010: Marinha Grande,125970,,74300,,51670,,113969,,67347,,46622,,116089,,69847,,46242,,72369,,53064,,19305,,54419,,44079,,10340,,121867,,58977,,62890,,121416,,58143,,63273,,126107,,48619,,77488,,115267,,48852,,66415,,115517,,52188,,63329,,110824,,58677,,52147,,90360,,46195,,44165,,83114,,44851,,38263,,,…,,…,,…
16F1013: Pedrógão Grande,2282,,1624,,658,,2243,,1699,,544,,2150,,1627,,523,,1873,,1581,,292,,1234,,1131,,103,,1715,,1076,,639,,2013,,1907,,106,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,2200,,2152,,48,,,…,,…,,…,,…,,…,,…
16F1015: Pombal,61790,,48591,,13199,,59535,,45658,,13877,,50436,,38588,,11848,,35602,,28519,,7083,,26247,,22754,,3493,,46461,,37434,,9027,,44804,,34798,,10006,,43607,,31335,,12272,,40580,,30689,,9891,,38516,,29156,,9360,,34734,,27743,,6991,,32441,,25494,,6947,,,…,,…,,…,28848,,24528,,4320,
16F1016: Porto de Mós,23272,,17730,,5542,,21406,,17520,,3886,,17917,,14824,,3093,,11735,,10712,,1023,,12476,,11859,,617,,11843,,9627,,2216,,12525,,9481,,3044,,13058,,8747,,4311,,7361,,5408,,1953,,8098,,5742,,2356,,7810,,5872,,1938,,4348,,3912,,436,,,…,,…,,…,,…,,…,,…
16G: Viseu Dão Lafões,632309,,512661,,119648,,571355,,461254,,110101,,531669,,438628,,93041,,352456,,310417,,42039,,275119,,244336,,30783,,580935,,477008,,103927,,595299,,479975,,115324,,531871,,427514,,104357,,480361,,396444,,83917,,432776,,359087,,73689,,409586,,351385,,58201,,373965,,322830,,51135,,393029,,340366,,52663,,461979,,407001,,54978,
16G0901: Aguiar da Beira,8430,,7722,,708,,7478,,6897,,581,,9142,,7077,,2065,,6218,,5994,,224,,6285,,5959,,326,,7523,,6075,,1448,,7463,,6656,,807,,7880,,7147,,733,,8445,,7840,,605,,6315,,5117,,1198,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
16G1802: Carregal do Sal,8735,,8443,,292,,6287,,6170,,117,,5739,,5304,,435,,2756,,2672,,84,,2390,,2390,,,-,4029,,3977,,52,,3545,,3363,,182,,5018,,4828,,190,,5843,,5604,,239,,3468,,3418,,50,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
16G1803: Castro Daire,15928,,13771,,2157,,19639,,17125,,2514,,23408,,21392,,2016,,11731,,11283,,448,,6927,,6464,,463,,17939,,16235,,1704,,16012,,13701,,2311,,18129,,15159,,2970,,9277,,8757,,520,,6483,,6089,,394,,6478,,6398,,80,,,…,,…,,…,,…,,…,,…,,…,,…,,…
16G1806: Mangualde,32034,,27271,,4763,,31944,,26290,,5654,,28781,,23286,,5495,,20791,,17568,,3223,,18557,,16723,,1834,,36553,,30780,,5773,,47109,,40879,,6230,,42783,,36484,,6299,,32748,,28619,,4129,,32031,,26341,,5690,,30867,,27427,,3440,,28673,,26308,,2365,,24596,,21256,,3340,,34020,,29160,,4860,
16G1809: Nelas,60355,,51521,,8834,,45047,,38461,,6586,,34263,,29392,,4871,,20024,,17823,,2201,,18323,,16044,,2279,,54881,,45146,,9735,,67608,,52571,,15037,,59494,,50153,,9341,,52210,,44741,,7469,,49304,,39652,,9652,,43766,,37539,,6227,,40633,,34090,,6543,,49988,,40434,,9554,,58422,,51572,,6850,
16G1810: Oliveira de Frades,8199,,4924,,3275,,10470,,6608,,3862,,8135,,4813,,3322,,7147,,4695,,2452,,3316,,2911,,405,,,…,,…,,…,8390,,4440,,3950,,3623,,2995,,628,,4174,,3159,,1015,,3617,,2759,,858,,4924,,3870,,1054,,5709,,4480,,1229,,,…,,…,,…,,…,,…,,…
16G1811: Penalva do Castelo,14421,,6185,,8236,,14003,,5607,,8396,,13426,,6679,,6747,,8217,,4191,,4026,,5582,,2229,,3353,,12828,,4471,,8357,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
16G1814: Santa Comba Dão,2604,,2562,,42,,3128,,2962,,166,,3474,,3293,,181,,2501,,2496,,5,,2136,,2079,,57,,2878,,1532,,1346,,1927,,1783,,144,,2428,,2211,,217,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
16G1816: São Pedro do Sul,142964,,135282,,7682,,141291,,135639,,5652,,132073,,126792,,5281,,95295,,92858,,2437,,63356,,61240,,2116,,144125,,140829,,3296,,142259,,137094,,5165,,134254,,130434,,3820,,139161,,133129,,6032,,135302,,131321,,3981,,136630,,135117,,1513,,120010,,118413,,1597,,123475,,121988,,1487,,135448,,133896,,1552,
16G1817: Sátão,3699,,3550,,149,,3134,,3013,,121,,3000,,2761,,239,,,…,,…,,…,1251,,1230,,21,,1886,,1863,,23,,2851,,2556,,295,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
16G1821: Tondela,43213,,34627,,8586,,43831,,34733,,9098,,31065,,25454,,5611,,20450,,17110,,3340,,18612,,15340,,3272,,34862,,28706,,6156,,37743,,31624,,6119,,33507,,24892,,8615,,35720,,29819,,5901,,25925,,21558,,4367,,29975,,25522,,4453,,33353,,30242,,3111,,34319,,31228,,3091,,32808,,30195,,2613,
16G1822: Vila Nova de Paiva,2572,,1881,,691,,2855,,2156,,699,,3110,,2130,,980,,,…,,…,,…,1782,,1360,,422,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
16G1823: Viseu,273508,,202439,,71069,,226332,,162531,,63801,,222730,,169276,,53454,,144971,,123221,,21750,,119893,,104221,,15672,,245061,,182538,,62523,,234755,,171179,,63576,,196773,,138753,,58020,,164658,,122093,,42565,,146943,,108432,,38511,,137926,,99523,,38403,,121767,,88878,,32889,,133005,,101795,,31210,,166239,,130952,,35287,
16G1824: Vouzela,15647,,12483,,3164,,15916,,13062,,2854,,13323,,10979,,2344,,8073,,7047,,1026,,6709,,6146,,563,,8739,,7355,,1384,,9004,,6991,,2013,,9716,,7692,,2024,,6588,,5310,,1278,,6403,,4661,,1742,,,…,,…,,…,,…,,…,,…,,-,,-,,-,,…,,…,,…
16H: Beira Baixa,210291,,159681,,50610,,214681,,164686,,49995,,206003,,145444,,60559,,152833,,124606,,28227,,113119,,96072,,17047,,167931,,128680,,39251,,157481,,119087,,38394,,147648,,112404,,35244,,130997,,100707,,30290,,126708,,97344,,29364,,104670,,83289,,21381,,104846,,84039,,20807,,102399,,83100,,19299,,116739,,97497,,19242,
16H0502: Castelo Branco,114000,,82339,,31661,,116326,,83121,,33205,,119354,,71599,,47755,,83159,,61789,,21370,,58076,,46238,,11838,,90757,,66133,,24624,,87353,,62331,,25022,,77347,,54573,,22774,,71565,,52113,,19452,,68114,,50620,,17494,,52543,,39894,,12649,,54908,,42940,,11968,,57541,,45972,,11569,,,…,,…,,…
16H0505: Idanha-a-Nova,41917,,31058,,10859,,46011,,35027,,10984,,45785,,37649,,8136,,34803,,29948,,4855,,26853,,23668,,3185,,38690,,29617,,9073,,36456,,27033,,9423,,33353,,25841,,7512,,29568,,22076,,7492,,29496,,22564,,6932,,29764,,23919,,5845,,39370,,31548,,7822,,38679,,32354,,6325,,45295,,38028,,7267,
16H0506: Oleiros,12327,,10899,,1428,,11857,,10102,,1755,,10415,,8922,,1493,,8696,,8078,,618,,7030,,6222,,808,,8825,,7944,,881,,8687,,8035,,652,,8085,,7357,,728,,8917,,7933,,984,,8325,,7567,,758,,,…,,…,,…,4838,,4486,,352,,,…,,…,,…,,-,,-,,-
16H0507: Penamacor,21117,,17587,,3530,,19940,,18509,,1431,,15455,,13250,,2205,,11881,,10838,,1043,,9860,,8964,,896,,14364,,12113,,2251,,12138,,10883,,1255,,14097,,13112,,985,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-,,-,,-,,-
16H0508: Proença-a-Nova,5604,,4769,,835,,6383,,5359,,1024,,4762,,4284,,478,,4705,,4541,,164,,4697,,4507,,190,,8086,,6534,,1552,,6147,,4812,,1335,,7458,,5345,,2113,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
16H0511: Vila Velha de Ródão,15326,,13029,,2297,,14164,,12568,,1596,,10232,,9740,,492,,9589,,9412,,177,,6603,,6473,,130,,7209,,6339,,870,,6700,,5993,,707,,7308,,6176,,1132,,3029,,2473,,556,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
16I: Médio Tejo,1681298,,686396,,994902,,1524311,,649320,,874991,,1194908,,601956,,592952,,615869,,445162,,170707,,422883,,303378,,119505,,1347791,,529994,,817797,,1231442,,472770,,758672,,1562460,,469889,,1092571,,1005703,,400780,,604923,,935614,,367291,,568323,,824779,,325131,,499648,,734825,,291077,,443748,,720048,,266595,,453453,,754777,,263373,,491404,
16I1401: Abrantes,47070,,39749,,7321,,38676,,32206,,6470,,38360,,32163,,6197,,30948,,26975,,3973,,26892,,23766,,3126,,32768,,26930,,5838,,32854,,26610,,6244,,19473,,16765,,2708,,17706,,16010,,1696,,20767,,18772,,1995,,18367,,16478,,1889,,20987,,18196,,2791,,22999,,19800,,3199,,21117,,16940,,4177,
16I1402: Alcanena,17989,,13143,,4846,,16132,,11730,,4402,,13308,,10765,,2543,,8844,,7395,,1449,,5972,,5230,,742,,10884,,8372,,2512,,10752,,7492,,3260,,10608,,6079,,4529,,14626,,12412,,2214,,10273,,7701,,2572,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
16I1408: Constância,8085,,7622,,463,,7949,,5986,,1963,,7268,,6425,,843,,,…,,…,,…,4418,,3869,,549,,8101,,6092,,2009,,7774,,5329,,2445,,8229,,5878,,2351,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
16I1410: Entroncamento,18178,,15291,,2887,,18267,,13867,,4400,,16450,,14335,,2115,,,…,,…,,…,11692,,10932,,760,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
16I1411: Ferreira do Zêzere,28007,,21331,,6676,,25944,,21602,,4342,,29258,,24270,,4988,,27788,,24127,,3661,,23077,,19264,,3813,,28144,,24051,,4093,,24385,,20165,,4220,,15421,,12083,,3338,,11713,,9399,,2314,,,…,,…,,…,,…,,…,,…,4724,,3446,,1278,,,…,,…,,…,,…,,…,,…
16I1413: Mação,4020,,3617,,403,,4004,,3494,,510,,3308,,2928,,380,,3077,,2849,,228,,1825,,1368,,457,,2030,,1915,,115,,1428,,1350,,78,,,…,,…,,…,732,,601,,131,,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-,,-,,-,,-
16I1421: Ourém,1255757,,394446,,861311,,1151780,,398946,,752834,,861317,,363244,,498073,,378026,,250046,,127980,,230436,,143199,,87237,,1038225,,315910,,722315,,949690,,279970,,669720,,1298259,,297161,,1001098,,773154,,235931,,537223,,727904,,227096,,500808,,647091,,195916,,451175,,581422,,178701,,402721,,572861,,157345,,415516,,599925,,151227,,448698,
16I1417: Sardoal,3302,,3102,,200,,3315,,2977,,338,,3714,,3267,,447,,2587,,2457,,130,,1116,,1096,,20,,776,,760,,16,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
16I0509: Sertã,65643,,42915,,22728,,68426,,43785,,24641,,64358,,43628,,20730,,49411,,38928,,10483,,45817,,37137,,8680,,60103,,43299,,16804,,58572,,41544,,17028,,50811,,35080,,15731,,44955,,32545,,12410,,42138,,29651,,12487,,30044,,27862,,2182,,24821,,22699,,2122,,,…,,…,,…,,…,,…,,…
16I1418: Tomar,170641,,99740,,70901,,133680,,71183,,62497,,123653,,73690,,49963,,73601,,56516,,17085,,49215,,38477,,10738,,109079,,56579,,52500,,95426,,49776,,45650,,104740,,56920,,47820,,86311,,49960,,36351,,77902,,42416,,35486,,70141,,39197,,30944,,59653,,34143,,25510,,62090,,36490,,25600,,62977,,36698,,26279,
16I1419: Torres Novas,46050,,29783,,16267,,40422,,29144,,11278,,23756,,17888,,5868,,18057,,14302,,3755,,16206,,13102,,3104,,29275,,21242,,8033,,25007,,18153,,6854,,27835,,17110,,10725,,25243,,17456,,7787,,19137,,13354,,5783,,21430,,16111,,5319,,20327,,15560,,4767,,,…,,…,,…,,…,,…,,…
16I0510: Vila de Rei,9160,,8584,,576,,7343,,6948,,395,,3392,,3314,,78,,1584,,1574,,10,,1959,,1884,,75,,4572,,4213,,359,,4061,,3533,,528,,2542,,2456,,86,,4579,,4376,,203,,4271,,3578,,693,,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
16I1420: Vila Nova da Barquinha,7396,,7073,,323,,8373,,7452,,921,,6766,,6039,,727,,4751,,4354,,397,,4258,,4054,,204,,,…,,…,,…,7213,,6401,,812,,7391,,6204,,1187,,5205,,4397,,808,,5435,,4566,,869,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
16J: Beiras e Serra da Estrela,1000784,,849214,,151570,,920428,,769311,,151117,,836254,,704940,,131314,,638392,,572575,,65817,,525823,,474315,,51508,,824139,,679125,,145014,,761890,,626124,,135766,,689168,,574876,,114292,,683277,,574076,,109201,,575445,,476869,,98576,,529800,,450564,,79236,,491488,,412312,,79176,,395402,,341835,,53567,,443538,,393552,,49986,
16J0902: Almeida,15698,,14015,,1683,,14944,,12618,,2326,,16635,,14278,,2357,,11573,,9612,,1961,,12201,,9382,,2819,,20139,,14977,,5162,,20123,,14949,,5174,,19847,,14716,,5131,,18379,,12819,,5560,,16794,,11573,,5221,,16516,,11061,,5455,,15379,,10557,,4822,,15956,,11688,,4268,,15176,,10810,,4366,
16J0501: Belmonte,29526,,20323,,9203,,31629,,21203,,10426,,28898,,19791,,9107,,22081,,18222,,3859,,18438,,15405,,3033,,30554,,16475,,14079,,26794,,15308,,11486,,23632,,13099,,10533,,21902,,12059,,9843,,17039,,10252,,6787,,16587,,10355,,6232,,14297,,8684,,5613,,,…,,…,,…,,…,,…,,…
16J0903: Celorico da Beira,33086,,26179,,6907,,33666,,28665,,5001,,30087,,26223,,3864,,20150,,17440,,2710,,11260,,10166,,1094,,20942,,18306,,2636,,20498,,17741,,2757,,18414,,16085,,2329,,19744,,16825,,2919,,15910,,13749,,2161,,17335,,14732,,2603,,20105,,17236,,2869,,16626,,15206,,1420,,21343,,19370,,1973,
16J0503: Covilhã,339660,,283447,,56213,,323777,,265066,,58711,,296965,,250588,,46377,,216274,,193019,,23255,,178022,,158004,,20018,,301880,,247434,,54446,,276217,,227317,,48900,,254109,,211904,,42205,,264280,,224356,,39924,,214909,,184301,,30608,,205246,,184236,,21010,,196463,,172270,,24193,,,…,,…,,…,174115,,158449,,15666,
16J0904: Figueira de Castelo Rodrigo,9494,,7842,,1652,,9929,,8578,,1351,,10862,,9228,,1634,,9922,,9153,,769,,7097,,6763,,334,,12931,,11163,,1768,,11316,,9751,,1565,,9832,,8540,,1292,,8514,,7093,,1421,,11956,,8916,,3040,,9759,,7559,,2200,,6477,,5354,,1123,,,…,,…,,…,,…,,…,,…
16J0905: Fornos de Algodres,27100,,23735,,3365,,29495,,25486,,4009,,29574,,24924,,4650,,19380,,18292,,1088,,13553,,13056,,497,,26272,,24584,,1688,,21019,,19177,,1842,,24192,,22201,,1991,,20841,,19662,,1179,,27889,,24525,,3364,,18868,,17397,,1471,,20169,,19591,,578,,,…,,…,,…,,…,,…,,…
16J0504: Fundão,165746,,153425,,12321,,117209,,103090,,14119,,90803,,78828,,11975,,97899,,88990,,8909,,83071,,77568,,5503,,125817,,112982,,12835,,118075,,105314,,12761,,97127,,90394,,6733,,84676,,77345,,7331,,70886,,64269,,6617,,63121,,57318,,5803,,67151,,58574,,8577,,,…,,…,,…,,…,,…,,…
16J0906: Gouveia,28392,,21559,,6833,,33331,,24316,,9015,,32470,,25289,,7181,,15227,,13910,,1317,,10994,,8912,,2082,,20038,,15890,,4148,,14797,,10894,,3903,,11750,,7567,,4183,,12680,,10085,,2595,,12374,,9502,,2872,,11616,,9733,,1883,,15160,,11806,,3354,,9795,,8158,,1637,,12710,,11171,,1539,
16J0907: Guarda,97185,,77781,,19404,,94092,,77900,,16192,,73495,,61689,,11806,,52542,,45743,,6799,,48280,,40737,,7543,,87062,,68439,,18623,,85381,,65028,,20353,,77150,,62180,,14970,,74990,,59932,,15058,,72895,,57362,,15533,,65844,,51353,,14491,,56074,,42741,,13333,,47261,,36845,,10416,,53424,,43698,,9726,
16J0908: Manteigas,72454,,59261,,13193,,71567,,59405,,12162,,70789,,57029,,13760,,51444,,45062,,6382,,44814,,41325,,3489,,42548,,31377,,11171,,33873,,26688,,7185,,23807,,17351,,6456,,18596,,12499,,6097,,14548,,9556,,4992,,17769,,12837,,4932,,19021,,13001,,6020,,8331,,5849,,2482,,,…,,…,,…
16J0909: Mêda,23967,,22044,,1923,,22003,,19371,,2632,,24125,,21228,,2897,,18819,,17881,,938,,17360,,16546,,814,,20606,,16724,,3882,,20806,,16037,,4769,,20850,,16536,,4314,,16096,,13113,,2983,,7655,,4991,,2664,,5045,,3510,,1535,,5391,,3863,,1528,,,-,,-,,-,,-,,-,,-
16J0910: Pinhel,5421,,4571,,850,,4174,,3643,,531,,3440,,3134,,306,,4307,,4147,,160,,3514,,3379,,135,,4439,,3834,,605,,1990,,1769,,221,,1865,,1733,,132,,1727,,1701,,26,,2648,,2146,,502,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…
16J0911: Sabugal,25023,,21861,,3162,,22852,,20016,,2836,,25598,,22265,,3333,,21554,,20690,,864,,15016,,14597,,419,,21625,,20091,,1534,,18207,,16748,,1459,,17702,,16514,,1188,,20158,,18749,,1409,,11050,,9222,,1828,,2395,,1718,,677,,,…,,…,,…,,…,,…,,…,,…,,…,,…
16J0912: Seia,112614,,98387,,14227,,94165,,83259,,10906,,83176,,73211,,9965,,61251,,56215,,5036,,49668,,47108,,2560,,65182,,57103,,8079,,67019,,58049,,8970,,65087,,56491,,8596,,83486,,73898,,9588,,64049,,56903,,7146,,62650,,57722,,4928,,48081,,43821,,4260,,,…,,…,,…,,…,,…,,…
16J0913: Trancoso,15418,,14784,,634,,17595,,16695,,900,,19337,,17235,,2102,,15969,,14199,,1770,,12535,,11367,,1168,,24104,,19746,,4358,,25775,,21354,,4421,,23804,,19565,,4239,,17208,,13940,,3268,,14843,,9602,,5241,,,…,,…,,…,6729,,3833,,2896,,,…,,…,,…,,…,,…,,…
17: Área Metropolitana de Lisboa,21024514,,4229266,,16795248,,20238477,,4163125,,16075352,,17983699,,4034451,,13949248,,7731513,,2672495,,5059018,,5254354,,1940933,,3313421,,18639062,,3913951,,14725111,,17516975,,3736020,,13780955,,16695206,,3578629,,13116577,,14800346,,3379048,,11421298,,13468659,,3239959,,10228700,,12279422,,2992323,,9287099,,10386705,,2553722,,7832983,,9439853,,2474939,,6964914,,9027432,,2587844,,6439588,
170: Área Metropolitana de Lisboa,21024514,,4229266,,16795248,,20238477,,4163125,,16075352,,17983699,,4034451,,13949248,,7731513,,2672495,,5059018,,5254354,,1940933,,3313421,,18639062,,3913951,,14725111,,17516975,,3736020,,13780955,,16695206,,3578629,,13116577,,14800346,,3379048,,11421298,,13468659,,3239959,,10228700,,12279422,,2992323,,9287099,,10386705,,2553722,,7832983,,9439853,,2474939,,6964914,,9027432,,2587844,,6439588,
1701502: Alcochete,72464,,27920,,44544,,51744,,23290,,28454,,40949,,21930,,19019,,23099,,16020,,7079,,23644,,18054,,5590,,38767,,24046,,14721,,25395,,16155,,9240,,21230,,12162,,9068,,19177,,10764,,8413,,14918,,6749,,8169,,13212,,6978,,6234,,13151,,6347,,6804,,,…,,…,,…,,…,,…,,…
1701503: Almada,490333,,152949,,337384,,444392,,143671,,300721,,352606,,119402,,233204,,250847,,141854,,108993,,192287,,111137,,81150,,493115,,147437,,345678,,439068,,127320,,311748,,374634,,104035,,270599,,355426,,101805,,253621,,327756,,123700,,204056,,319982,,143548,,176434,,288660,,99910,,188750,,259139,,103657,,155482,,238153,,116141,,122012,
1701115: Amadora,137973,,76665,,61308,,141152,,78364,,62788,,142597,,82951,,59646,,80382,,60576,,19806,,69410,,55020,,14390,,138694,,90933,,47761,,132953,,85898,,47055,,131590,,84625,,46965,,120978,,86573,,34405,,103061,,72909,,30152,,95423,,60596,,34827,,,…,,…,,…,,…,,…,,…,58007,,46891,,11116,
1701504: Barreiro,14673,,9039,,5634,,13666,,10667,,2999,,11644,,11537,,107,,7647,,7613,,34,,5572,,4825,,747,,10720,,9400,,1320,,9605,,7726,,1879,,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,…,,-,,-,,-,,-,,-,,-
1701105: Cascais,1605069,,382387,,1222682,,1589698,,383594,,1206104,,1511864,,364960,,1146904,,735442,,256569,,478873,,459636,,180588,,279048,,1594731,,366654,,1228077,,1564139,,340628,,1223511,,1589183,,293227,,1295956,,1426743,,260218,,1166525,,1347352,,258047,,1089305,,1310461,,252991,,1057470,,1223295,,222509,,1000786,,1202055,,226049,,976006,,1190605,,268459,,922146,
1701106: Lisboa,15740364,,2218168,,13522196,,15158632,,2237304,,12921328,,13334237,,2189039,,11145198,,5138469,,1284245,,3854224,,3481886,,883027,,2598859,,13985262,,2219463,,11765799,,13184470,,2206634,,10977836,,12553476,,2187767,,10365709,,11066130,,2097163,,8968967,,9999851,,1992943,,8006908,,9008523,,1781132,,7227391,,7454655,,1519393,,5935262,,6789166,,1508355,,5280811,,6419256,,1569757,,4849499,
